"AIGCDescription,BAInfo,CategoryType,adAuthorization,adLabelVersion,aigcLabelType,author.commentSetting,author.downloadSetting,author.duetSetting,author.ftc,author.id,author.isADVirtual,author.isEmbedBanned,author.nickname,author.openFavorite,author.privateAccount,author.relation,author.secUid,author.secret,author.signature,author.stitchSetting,author.ttSeller,author.uniqueId,author.verified,authorStats.diggCount,authorStats.followerCount,authorStats.followingCount,authorStats.friendCount,authorStats.heart,authorStats.heartCount,authorStats.videoCount,collected,createTime,desc,digged,diversificationId,duetDisplay,duetEnabled,duetInfo.duetFromId,forFriend,id,isAd,itemCommentStatus,itemMute,item_control.can_repost,music.album,music.authorName,music.duration,music.id,music.isCopyrighted,music.original,music.title,officalItem,originalItem,playlistId,privateItem,secret,shareEnabled,showNotPass,stats.collectCount,stats.commentCount,stats.diggCount,stats.playCount,stats.shareCount,statsV2.collectCount,statsV2.commentCount,statsV2.diggCount,statsV2.playCount,statsV2.repostCount,statsV2.shareCount,stitchDisplay,stitchEnabled,textLanguage,textTranslatable,video.VQScore,video.bitrate,video.claInfo.captionsType,video.claInfo.enableAutoCaption,video.claInfo.hasOriginalAudio,video.claInfo.originalLanguageInfo.canTranslateRealTimeNoCheck,video.claInfo.originalLanguageInfo.language,video.claInfo.originalLanguageInfo.languageCode,video.claInfo.originalLanguageInfo.languageID,video.codecType,video.definition,video.duration,video.encodeUserTag,video.encodedType,video.format,video.height,video.id,video.ratio,video.size,video.videoQuality,video.volumeInfo.Loudness,video.volumeInfo.Peak,video.width,vl1,collectedTime,isECVideo,item_control.can_comment,item_control.can_creator_redirect,item_control.can_music_redirect,item_control.can_share,video.claInfo.noCaptionReason,poi.address,poi.category,poi.city,poi.cityCode,poi.country,poi.countryCode,poi.fatherPoiId,poi.fatherPoiName,poi.id,poi.name,poi.province,poi.ttTypeCode,poi.ttTypeNameMedium,poi.ttTypeNameSuper,poi.ttTypeNameTiny,poi.type,poi.typeCode,music.playUrl,brandOrganicType,event.event_id,event.event_start_time,event.has_subscribed,event.title,author.roomId,audio_to_text",desc,stats.playCount,stats.diggCount,stats.shareCount,stats.commentCount,video.duration,clean_desc,hashtags,engagement_rate
"ở igờ: ghiendaphop.official"",0,False,muagi.reviewdo,False,8196,209000,4301,0,4000000,4000000,547,False,1731857417,Unbox p.367: Bàn phím cơ có phím số bình dân nè #ghiendaphop #ThanhCongNghe #LearnOnTiktok #vtmgr ,False,10067.0,0,True,0,False,7438270948878454023,False,0,False,True,,Ghiền Đập Hộp,30,7438287165840296721,False,True,nhạc nền - Ghiền Đập Hộp,False,False,,False,False,True,False,171,19,1128,71500,38,171,19,1128,71496,0,38,0,True,vi,True,70.89,3283403,1.0,True,True,True,vie-VN,vi,10,h264,540p,30,,normal,mp4,1024,7438270948878454023,540p,12483912,normal,-22.1,0.5559,576,False,1738794342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,""980 một khung dây leo là 98% đẹp nha có núm nè có màn hình nữa nè đủ 31 kết nối để xem trong hộp còn có gì khác không Nó quay lại với em Asia Air cũng có hot swap luôn LED rgb và bạn của tôi là Sweet maison max pro có thể xác của em này với giá chỉ tầm 1,2 kg trên mạng tôi sẽ đi vào chi tiết sau giờ nghe thử trước""",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,0,0,False,7124128079882044443,False,False,kicap.official,False,False,0,MS4wLjABAAAAzvkWjgnqY8SYvqo5B6Ptb8fw7WK3bvgGvOa5oopWQTa9RsNq-rKphgkGdfYoLfdV,False,Review chuyên sâu về bàn phím cơ. Build và mods phím custom inbox ạ,0,True,kicap.official,False,777,19600,18,0,257300,257300,102,False,1713969421,Bàn phím mèo siêu cute cho các bạn nữ Yunzii C68 #banphimco #viral #thanhcongnghe #keyboard #soundtest #yunziikeyboard ,False,10067.0,0,True,0,False,7361442563905178897,False,0,False,True,,kicap.official,58,7361442623619402497,False,True,nhạc nền - kicap.official,False,False,,False,False,True,False,601,73,2161,115500,463,601,73,2161,115453,0,463,0,False,vi,True,69.88,836189,,True,True,,,,,h264,540p,58,,normal,mp4,1024,7361442563905178897,540p,6130629,normal,-40.1,0.12589,576,False,1738794343,1.0,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,liệu Đây có phải chiếc bàn phím mà bạn đang cần",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,0,0,False,7132382126087209986,False,False,Thịnh Cành Cạch,True,False,0,MS4wLjABAAAADBZJh9Kju20iciT-PXqflPvh7VGL1pOYExCs8bi_eT2RHBDqHqu0kSm-4_MEtnQk,False,Liên hệ làm việc và mua các sản phẩm để ở đây 👇,0,False,thinhcanhcach93,False,5851,12800,43,0,212000,212000,605,False,1711013005,Numpad rời DK22 cực tiện #thinhthothan #numpad #banphimco ,False,10067.0,0,True,0,False,7348744877397593352,False,0,False,True,,orino,179,7200478944389564418,False,False,Vlog ・ Stylish city pop(1275391),False,False,,False,False,True,False,24,16,138,14400,8,24,16,138,14389,0,8,0,True,vi,True,72.97,1977229,1.0,True,True,True,vie-VN,vi,10,h264,540p,42,,normal,mp4,1024,7348744877397593352,540p,10553707,normal,-20.2,0.53088,576,False,1738794345,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,chào mọi người dấu vân tay trên livestream của mình thì có cái câu này anh em hỏi rất là nhiều thì đây Hôm nay mình sẽ giới thiệu về con này luôn nha Nó chính xác là một cái kết nắm bắt rồi con này thì sẽ có tổng cộng là 22 phim Và một điều rất quan trọng đó là nó chỉ là một cái kết nên không hề có sự quyết và truy cập đi kèm con này thì phần thân được làm từ nhựa trong suốt và vẫn đầy đủ 30 kết nối cảng có dây lớn không dây Mình sẽ lắp cho nó bớt đi để phần xương led của nó càng nhiều hơn và Tada nhìn cũng rất là chiến sĩ tuyệt vời chưa kể con này cũng có hỗ trợ phần mềm để có thể là ki ma Con này dùng để decor hoặc thỉnh thoảng để nghịch người trách thì cũng rất là vui một món đồ mà anh Em làm kế toán hoặc dân văn phòng sẽ rất là thích",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,3,3,False,6997186900033766427,False,False,౨ৎ˚ Thanh Huyền ✮⋆🍒˚｡𖦹,False,False,0,MS4wLjABAAAAJ0_j1mQiU1q1VP3FmVpcJ7uu5L19qjxjEKE03yoWZ3ep-_z7IHvRMotcX5uZ-Ew3,False,""✿IG:ttah.huniee✿",,0.0,0.0,0.0,0.0,0.0,,[],0
"Ấn link dưới để tìm sản phẩm và “phần trưng bày” ở dưới nữa ạ ⤹"",3,False,thanhhuyencutiexiu,False,327800,45400,257,0,1300000,1300000,501,False,1695875549,Bàn phím xinh đẹppppp #thanhuyencutiexiu #thanhhuyenunbox #xuhuong #viralvideo #review #unbox #unboxing #banphimbluetooth #banphimco #keyboard ,False,10067.0,0,False,0,False,7283730005132152072,False,0,False,True,,Quang Dũng ⚜️,27,7278684929511197442,False,True,RTSNPHCN x KAIFO Remix,False,False,,False,False,True,False,203,41,1342,37900,68,203,41,1342,37896,0,68,0,False,vi,True,71.2,1026117,,True,True,,,,,h264,540p,26,,normal,mp4,1024,7283730005132152072,540p,3441854,normal,-13.4,1.0,576,False,1738794346,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,3,0,False,6772791521395344386,False,False,Duy Luân Dễ Thương,False,False,0,MS4wLjABAAAAinEcRdKGLux-Xx8OjCk3dbxJ0UlxHwWUh_WE6HDkgJK5FSo2pwvseE-pGoBlOTtw,False,""Mình thích công nghệ, nhà cửa, smarthome, nghề làm engineer. luan@lighton.tech"",0,False,duyluandethuong,True,3572,1100000,2164,0,17200000,17200000,1243,False,1653474995,Phím cơ mỏng nhẹ đẹp mà giờ không mua được :)) #LearnOnTikTok #ThanhCongNghe #phimco,False,10067.0,0,True,0,False,7101621027746090266,False,0,False,True,,Duy Luân Dễ Thương,97,7101621144742021915,False,True,nhạc nền - Duy Luân Dễ Thương,False,False,,False,False,True,False,687,75,11100,351000,272,687,75,11059,350955,0,272,0,True,vi,True,69.32,907131,1.0,True,True,True,vie-VN,vi,10,h264,540p,97,,normal,mp4,1024,7101621027746090266,540p,11026525,normal,-14.3,1.0,576,False,1738794347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Đây là một con bàn phím cơ full idp cực mỏng cực nhẹ xài cực kỳ đã luôn đây là vết sẹo lp85 cái bàn phím này các bạn thấy thiết kế của nó rất là giống với lại Magic keyboard của Apple siêu mỏng mà nó cũng nhẹ nữa cho nên nếu mà các bạn cần di chuyển bỏ balô để đem đi làm đi học nó cũng tiện cái phím mà con keyboard này nó sử dụng là phím Bluetooth File cho nên nó hợp với lại cái gu của mình Mình không có phải kê tay quá cao cảnh giác gõ trên con lp85 này rất là sướng luôn Bạn không cần phải gõ quá nhiều lực ngoài ra hành trình phím cũng vừa đủ cho nên là mình xài Mình không cảm thấy vấn đề gì với cái việc gõ này hết Tuy nhiên có một cái lưu ý là hiện tại lp85 chỉ có một bản dùng Switch quang học của Excel cho nên là nó có tiếng clicky như thế này nếu mà bạn ngồi làm chung với lại người khác thì có thể tiến này sẽ làm phiền họ cho nên nhớ để ý trước khi mua còn bàn phím này nó sử dụng layout là 85 phím Các bạn có thể thấy là đa số những cái chức năng nó đều có đầy đủ hết và đặc biệt là rất hợp để xài cái mát còn chạy trên windows là đương nhiên được là không có gì phải bàn rồi ngoài ra cái đèn led rgb của phần bàn phím này nó không bị lộ cho nên nhìn vô nó đẹp cực kỳ luôn và nó còn có nhiều chế độ đổi màu đèn led nhược điểm của con bàn phím này là gì thứ nhất là bởi vì nó mỏng cho nên là pin của nó không có được quá lâu nếu như mà bạn để cái chế độ đèn Led đổi liên tục thì vài ngày là bạn phải sạc lại rồi còn nếu mà để chế độ Tỉnh thì các bạn có thể xài được 7 cho tới 10 ngày hoặc thậm chí hơn một chút nhưng mà vẫn kém so với lại nhiều hơn bàn phím cơ khác ngoài ra một nhược điểm nữa mình không thích đó là cái phím phân sinh và control này nè nó đặt ở vị trí hơi khó chịu không quen với cả layout bàn phím lẫn mát lẫn Win bạn có hai lựa chọn để kết nối với bàn phím này với máy tính một là bạn xài bluetooth hai là bạn xài dây cáp usb C lúc mà xài USB c thì vừa xài vừa sạc được luôn ha Nó cũng có những cái phím tắt để đổi giữa nhiều thiết bị khác nhau không phải tê lại từ đầu nhưng mà cái phím tắt đó nó hơi rườm rà mình là dây lưng hay là và được smartphone và những món đồ công nghệ hay hay các bạn nhớ Follow và Thả tim để ủng hộ mình nha",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,0,0,False,7293119316415874055,False,False,Khai sáng công nghệ,False,False,0,MS4wLjABAAAA461qHT_p5A5ORXQbodu1NrOoFd0KeFElmkGJc_naNafKxMzd1EAnyOLMkcBbWami,False,""Liên hệ cv: khaisangcongnghe@gmail.com",,0.0,0.0,0.0,0.0,0.0,,[],0
"Mn ghé giỏ hàng có bàn phím và loa nha"",0,False,khaisangcongnghe,False,3375,179300,1668,0,5300000,5300000,1952,False,1718535770,Keyboard #khaisangcongnghe #viral #banphimco ,False,10067.0,0,True,0,False,7381054895794818320,False,0,False,True,,Khai sáng công nghệ,14,7381054933631650561,False,True,nhạc nền - Khai sáng công nghệ,False,False,,False,False,True,False,33300,1358,255900,4000000,15900,33307,1358,255945,4026633,0,15883,0,True,en,True,65.07,651995,,True,True,,,,,h264,540p,14,,normal,mp4,1024,7381054895794818320,540p,1197798,normal,-19.9,1.0,576,False,1738794348,,,,,,3.0,""Tây Hồ, Hanoi, Vietnam"",Outdoors and Traveling,Hanoi,1581129,,1562822,Hanoi,Hanoi,21568226252690024,West Lake,,08a1b2,Natural Attraction,Outdoors and Traveling,Lake,0.0,,,,,,,,,",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,True,0,0,0,3,0,False,6772791521395344386,False,False,Duy Luân Dễ Thương,False,False,0,MS4wLjABAAAAinEcRdKGLux-Xx8OjCk3dbxJ0UlxHwWUh_WE6HDkgJK5FSo2pwvseE-pGoBlOTtw,False,""Mình thích công nghệ, nhà cửa, smarthome, nghề làm engineer. luan@lighton.tech"",0,False,duyluandethuong,True,3572,1100000,2164,0,17200000,17200000,1243,False,1657767627,Không né được :)) cũng lao vào thôi #LearnOnTikTok #ThanhCongNghe #phimco,False,10067.0,0,True,0,False,7120057717728873755,True,0,False,True,,Duy Luân Dễ Thương,102,7120057805498829594,False,True,nhạc nền - Duy Luân Dễ Thương,False,False,,False,False,True,False,582,165,12100,531800,186,582,165,12108,531758,0,186,0,True,vi,True,70.78,796274,,True,False,,,,,h264,540p,103,,normal,mp4,1024,7120057717728873755,540p,10255014,normal,-14.2,1.0,576,False,1738794350,,True,True,True,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,bố mẹ lắm rồi mà cũng không thoát được Cuối cùng thì mình cũng đã bước chân vào con đường chơi phím cơ rồi các bạn mình chọn con chim non K8 pro này làm cái điểm bắt đầu của mình là tại vì thứ nhất giá nó không có mắc thứ hai là nó cân bằng được giữa tính năng cũng như là thiết kế và cái cảm giác gõ và thứ ba là nó có bluetooth đối với mình bluetooth quan trọng tại vì mình không thích cái bàn làm việc của mình rườm rà mấy cái sợi dây Khi mà mình xài con kia con cho 8 pro này thì cảm giác gõ của mình đó là tốt mình đổi từ bàn phím cao su qua mình không tốn quá nhiều thời gian để mình làm quen lại cái bàn phím này Bill quality rất là chắc chắn luôn Tuy nhiên có một điểm mình không thích đó là mấy cái miếng kim loại mà họ ghép vào xung quanh thì nó có một cái đường hở ở đây mình muốn là nó liền vào luôn một cái quan trọng nữa mà mình chọn kinh doanh K8 pro này là khả năng customize của nó rất là mạnh thứ nhất là các bạn có thể đổi được ghi cáp là đương nhiên rồi ha Thứ hai là mình có thể đổi được cái witch luôn cái bảng mà mình đang xài ở đây thì nó xài Sweet là vectơ trong grown nó đã được nước sẵn từ nhà máy rồi Tuy nhiên nếu như mà sau này mình thích những cái cảm giác gõ xịn hơn những cái cảm giác rõ khác đi nữa thì mình hoàn toàn có thể đổi được cái Switch này theo ý mình muốn cái kia cáp ở trên con Tigon K8 pro nó đã được làm lại thứ nhất Đây là cái dây cáp bbtu shop gõ trong một thời gian dài thì không có loa nó bị bóng thứ hai là những cái ký tự được in lên đây theo cái hình dáng nó hiện đại hơn rất nhiều chiếc Simulator ở trên cái bàn phím này là dạng chuỗi là dạng bắt thẳng vào bo mạch luôn thì nó tăng được cái độ ổn định tóm lại ha Mình thấy khi con K8 pro này rất hợp với các bạn mới bắt đầu chơi phím cơ các bạn chưa có thời gian tìm hiểu nhiều các bạn mua về các bạn xài ngay cũng được và sau này nếu như mà các bạn muốn Custom lại các bàn phím của mình cho nó thiệt là xịn hoặc là cho nó hợp với lại sở thích của mình thì các bạn vẫn có thể làm được chuyện đó rất là dễ dàng rồi cảm ơn các bạn mình là dây lưng Hay là mình được Smart home và những món đồ công nghệ hay hay các bạn nhớ Follow và Thả tim để ủng hộ mình nha",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,3,0,False,6695170400198427649,False,False,QUIN | S E T U P 💻,False,False,0,MS4wLjABAAAAdk7T19pawxmrJzXxHwZcqR5VUqCuXDIOf-y7lqnkxIlvJrDILu3975qaUbZHzvNc,False,""Link đồ mình để dưới này nhé ",,0.0,0.0,0.0,0.0,0.0,,[],0
"👇👇👇"",0,True,quinsetup,False,3140,331,0,0,11500,11500,16,False,1729902905,Cận cảnh bàn phím chục củ 😗💻 #setup #setupgaming #keyboard #banphimco ,False,10067.0,0,True,0,False,7429876255153048849,False,0,False,True,,CLOUDPOT ARIYANA NHA TRANG,19,7414109852487781121,True,True,nhạc nền - CLOUDPOT ARIYANA NHA TRANG,False,False,,False,False,True,False,1527,116,10200,217400,1112,1527,116,10231,217395,0,1112,0,True,vi,True,65.06,735158,,True,False,,,,,h264,540p,20,,normal,mp4,996,7429876255153048849,540p,1881913,normal,-16.0,0.56885,576,False,1738794351,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,",,0.0,0.0,0.0,0.0,0.0,,[],0
",,120,False,0,0,0,0,0,False,6998177966321304603,False,False,Nghien.Setups,False,False,0,MS4wLjABAAAApXTdagR-RZiWnEPuHXHODvkj96eGUpZYHDMdk1Wx-so2sHPzOZAMF2ZO6SzINuD1,False,""MY BIO: SẢN PHẨM Ở LINK PHÍA DƯỚI NÀY NHÉ",,0.0,0.0,0.0,0.0,0.0,,[],0
