Author ID,Nickname,Unique ID,Verified,Followers,Total Likes,Signature,Profile Picture
7326555761504945160,Phương Organic,amthucquehuong365,False,11900,69200,mọi người mua hàng ủng hộ e nhé🥰,https://p9-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/1435d9989ee4d1279148294ed385c6ec.jpeg?lk3s=a5d48078&nonce=9508&refresh_token=5056e5c0d6ffb4b9cb0da1f787aa8d61&x-expires=1738990800&x-signature=3BjMCCUtp%2BkjW58HNg7dbvaCwR4%3D&shp=a5d48078&shcp=b59d6b55
7219723849788572698,Xuân ẩm thực,tantan_9898,False,85100,767100,"https://www.facebook.com/sanstore.san.9?mibextid=ZbWKwL
zl @386_218_408",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/09623ba8b9b1396b62da58be95437c19.jpeg?lk3s=a5d48078&nonce=10337&refresh_token=d14883aedab30455bf100a3909b36263&x-expires=1738990800&x-signature=QquNV%2FymmQzEjEzoCv%2FoeSsI%2B74%3D&shp=a5d48078&shcp=b59d6b55
7296887966889673729,THÈM ĂN 😋,theman.net,False,66600,1200000,"Ẩm thực là đam mê, xem để cùng thèm nhé🤤
Follow & ❤ Nếu bạn thích!",https://p9-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/89e6b6aea20b702bba14043915f3c197.jpeg?lk3s=a5d48078&nonce=94806&refresh_token=cc7d99a39c8941e3c743aac4affe3675&x-expires=1738990800&x-signature=j6ouc0aplcWpL%2FWsewvEpL54ILg%3D&shp=a5d48078&shcp=b59d6b55
7287499201218249746,Hương Ẩm Thực,huongamthuc92,False,5544,15900,"Sản Phẩm: Cá Cơm, Moi Biển, Tép Đồng, Mực Khô
👇👇👇",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/4d24fbd6e053934fe29e583cc5ffef01.jpeg?lk3s=a5d48078&nonce=20394&refresh_token=639b59032c2b045d9e91af3c568dfa03&x-expires=1738990800&x-signature=T4EVCrcRh5lJo7a80wjuV3OWDv4%3D&shp=a5d48078&shcp=b59d6b55
7196577513689187371,amthuc,amthucnozz,False,1472,1249,follow me. thanks,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/20a42c2c545b46631c2b23f6b875a244~c5_100x100.jpeg?lk3s=a5d48078&nonce=85690&refresh_token=02564a27194006c7511e333c9d9d96f3&x-expires=1738990800&x-signature=DwXQsZ%2B0bjFoDKA7cUO5VKobvLI%3D&shp=a5d48078&shcp=b59d6b55
7168172066834088962,Mi Oanh,mioanh91,False,185700,3900000,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/83920c0a319eb0a8cf25e10b73e3701e.jpeg?lk3s=a5d48078&nonce=6702&refresh_token=c83607c1729f3618ad194ac87c7268de&x-expires=1738990800&x-signature=SnFy%2F%2B1Rew2epnR7UlOPaTObI1c%3D&shp=a5d48078&shcp=b59d6b55
7390686506714694673,Thủy Vào Bếp,thuyvaobepday,False,7513,167600,"Thích nấu ăn🥘
Yêu làm bánh🥐
Mê pha chế🍹
FW: thuy.naugi@gmail.com",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/8b673ef52ddc1cf69115b1927bfb6170.jpeg?lk3s=a5d48078&nonce=46889&refresh_token=7be65714108180434e649729d8c3c6d6&x-expires=1738990800&x-signature=Pl8kz2JZ8buHtrQ6KAHsAu494JQ%3D&shp=a5d48078&shcp=b59d6b55
6890442649980781569,Amthuc48hshop,amthuc48h,False,284800,10300000,Tôi đến từ Lào cai,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/05ad2f58f3daa7689ab4cc6151785ba8~c5_100x100.jpeg?lk3s=a5d48078&nonce=22613&refresh_token=d2c3ed8eaf87db877d3c80baca05c15a&x-expires=1738990800&x-signature=DfaaqptQt8P%2BUCfrFm89KWrVHJE%3D&shp=a5d48078&shcp=b59d6b55
7001845062578357250,NGÃ NĂM TV,nganamtv,False,75800,984300,Facebook Fanpage https://www.facebook.com/NGA.NAM.TV?mibextid=LQQJ4d,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-aiso/7c53b99005eb3f08b9e6fcf345786299~c5_100x100.jpeg?lk3s=a5d48078&nonce=33899&refresh_token=dadccb9bff669e9563fc22ef2f45f7cc&x-expires=1738990800&x-signature=kldyKOWTPKpE1alPvHpQ4020ZsU%3D&shp=a5d48078&shcp=b59d6b55
6984719985188815873,Trang Nguyễn - ĐT,trangnguyen1504_hn,False,54800,548500,"Chỉ đơn giản là mình thích nấu ăn
Bạn chỉ thật sự thất bại khi từ bỏ mọi cố gắng",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/37c91516df1b017245fdbc4e4617991e.jpeg?lk3s=a5d48078&nonce=27091&refresh_token=7de4168d8b19c36da7d5e1853e92913f&x-expires=1738990800&x-signature=RNW5jspRUWQETW0IcGJkomx4RP4%3D&shp=a5d48078&shcp=b59d6b55
7357995091304334353,Phở Vị Xưa,phovixua,False,22900,37700,"Chuyên Setup Phở Bát Đá | Phở Bò | Bún Bò Huế
👇Lô-Za👇
0/3/9/2/6/0/2/8/6/8",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/6c3bf92b809bdf971c69a885dbdb9c6e.jpeg?lk3s=a5d48078&nonce=41211&refresh_token=d4654fcef2fb15e4bf2df862797b79fa&x-expires=1738990800&x-signature=9qWQwqaPiqZohilkJ088DXO2OOE%3D&shp=a5d48078&shcp=b59d6b55
7285573617520264199,Bếp Cô Vàng,bepcovang,False,136500,1600000,Nơi chia sẻ món ăn ngon mỗi ngày,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/6c0f821e49627649c3a8942fccd14988.jpeg?lk3s=a5d48078&nonce=17734&refresh_token=61a9f66314201ef55dc6b195c4a225fa&x-expires=1738990800&x-signature=khaeIEPbHwQojMbQyMOO6B2JlMM%3D&shp=a5d48078&shcp=b59d6b55
6644110999556227073,Quynh Truong,_ttqueen,False,2800000,81100000,"Thấy mình đáng iu thì fl mình nhé hehee
💬For work: 097.136.3242",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/dcb917fff48aacab462620b08f13b4e0.jpeg?lk3s=a5d48078&nonce=84449&refresh_token=fcd6950dacc3703ac482d157a4ebb9ed&x-expires=1738990800&x-signature=aaf4zQ3ZH6jqwZbLzRIyle07iEU%3D&shp=a5d48078&shcp=b59d6b55
7371721886957519889,Ăn ngon cùng tui 🍩,yox0711,False,18300,173600,Mn follow acc phụ mình nhé @Ăn ngon cùng tui,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ad58856f55eff39c66164a474a50e891.jpeg?lk3s=a5d48078&nonce=15777&refresh_token=994aa7a76d1f0d7446869e3a58cb14b3&x-expires=1738990800&x-signature=97qikRWptwRIkWGFMg1QOSHPvtU%3D&shp=a5d48078&shcp=b59d6b55
7295592500616496135,Bếp Nhà Shu,bepnha_shu,False,49700,815900,No bio yet,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/45a17d6de9fba69091d92a6050116633.jpeg?lk3s=a5d48078&nonce=97622&refresh_token=d75dbbe49f0d3a5d4658ac4bd1a43277&x-expires=1738990800&x-signature=h9xQYcS22Hlw2olhxCncGDPq7H8%3D&shp=a5d48078&shcp=b59d6b55
7243038479210759170,Huỳnh Phúc,huynwphuc,False,12200,347500,"CALO TRONG THỰC PHẨM CHỈ LÀ SỐ LIỆU ĐỂ THAM KHẢO,KHÔNG THỂ NÀO CHÍNH XÁC 100%🍠",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/37b7646a0f79d65d45a9ca3cbe9e8dbb.jpeg?lk3s=a5d48078&nonce=63486&refresh_token=cfd7eea134f330c19a2a5b87a69aa16e&x-expires=1738990800&x-signature=%2BmEZ89S9dzH8qyaV9AUfsxl%2BL4Q%3D&shp=a5d48078&shcp=b59d6b55
7337903395237970950,What the food??,food.509,False,48000,240300,"Youtu.be ▶️ What the food?? Like anh folow for me
 Thanks you somuch😘😘",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/f9eeffc0562735bb5a8d8b9d1e95c152.jpeg?lk3s=a5d48078&nonce=54297&refresh_token=62fe0398010b1e4ad4a82b2f4ba140c2&x-expires=1738990800&x-signature=YWs6TCr%2FsjVQQADniBgmvb1d%2F8c%3D&shp=a5d48078&shcp=b59d6b55
7248986327743890459,khoa41,khoa4173,False,826800,8500000,Hepl 1M Folow,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/c58e72c04819a96552d9a4554ca50047~c5_100x100.jpeg?lk3s=a5d48078&nonce=18440&refresh_token=7e439f6e05f5bcb337b32f2ea092f507&x-expires=1738990800&x-signature=dZrwDfav9LmC%2FTOsWVg100bl1jc%3D&shp=a5d48078&shcp=b59d6b55
6795063042167636994,khamphaamthuc63,khamphaamthuc63,False,21700,390200,"📍Thiên đường ăn uống💯
👉Follow me🫰
💥Thanks😘",https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/65296f066cb3df679a45f82d5775331b~c5_100x100.jpeg?lk3s=a5d48078&nonce=60326&refresh_token=d0b8889f9bfa0a1779a90a97676a6efe&x-expires=1738990800&x-signature=FWA07CG7tstm49HLU2BuxjlB1aA%3D&shp=a5d48078&shcp=b59d6b55
6598457523984351233,Kỳ Nam Qui,kynamqui,False,213700,4100000,"𝐋𝐢𝐞̂𝐧 𝐇𝐞̣̂
FB: Kỳ Nam Qui",https://p9-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/ab8bec32fb06b7fa1e1be75a1ad94b79.jpeg?lk3s=a5d48078&nonce=95046&refresh_token=98b702cfabfc6837a223310177b105e3&x-expires=1738990800&x-signature=c7hCZQFVJ%2BEBznFN8ERTDh2dPF0%3D&shp=a5d48078&shcp=b59d6b55
6600026155742773250,Tài Tỏi - Review Ẩm Thực 🥖,taitoi.tiktok,False,3000000,70000000,Lh công việc 0976967867,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/dda567e51e94475cfd209dd411dc3463.jpeg?lk3s=a5d48078&nonce=80017&refresh_token=88fb30017639f47e80e346a7c64ff4ff&x-expires=1738990800&x-signature=vQRLIyMgqyIVTu%2FqaRPTYmmHlUg%3D&shp=a5d48078&shcp=b59d6b55
7277380535301702661,Tú lửa 🔥💥,anhemtaybac0,False,3753,20600,Anh em tây bắc - ẩm thực tây bắc,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/b22674ee268c71826d51dd59347954a6.jpeg?lk3s=a5d48078&nonce=70112&refresh_token=cf8cb26770ab589dfd65907f7cbbc3b3&x-expires=1738990800&x-signature=yJ2p0O9vOt%2FP90gE%2FAYC3zujTtk%3D&shp=a5d48078&shcp=b59d6b55
7174359678704862235,mukbang68682,mukbang68682,False,275100,1400000,,https://p9-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/97165b9825693ef45584c650f135d6be.jpeg?lk3s=a5d48078&nonce=14107&refresh_token=4615f3239a259c7c1a483fd5045de1f1&x-expires=1738990800&x-signature=tKNVUna6ElQ8cBZaE08QjZNVGAs%3D&shp=a5d48078&shcp=b59d6b55
7154517471918474241,amthuctrunghoa888,amthuctrunghoa888,False,474900,3800000,Mua gia vị hãy bấm vào link bên dưới 👇👇👇,https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-giso/ab5d7770fcbb66255e7a7607d545b5d9~c5_100x100.jpeg?lk3s=a5d48078&nonce=45915&refresh_token=4a1037595d605e6f629ea8064893ba3d&x-expires=1738990800&x-signature=t0R1YvOgddt6EbERZ12JiFQvweM%3D&shp=a5d48078&shcp=b59d6b55
7353293810673124370,Trang hoàng,ngasumomukbang,False,22400,118600,Ăn Độc Lạ,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/25a2806625638eb3d9c7e9a91a19e9b9.jpeg?lk3s=a5d48078&nonce=80194&refresh_token=1e1bb0073118dcb58eb7c1a3e910dfd1&x-expires=1738990800&x-signature=7B4l2Tc4skFBUCbmrGJUM0EcdTo%3D&shp=a5d48078&shcp=b59d6b55
7163582881368294427,Nấu ăn là chuyện nhỏ 👨‍🍳,mon_ngon_moi_ngay_1611,False,253300,2200000,Cần bán kênh liên hệ zl 0879619941,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/073e5e941fc225f860ba918ab54fc9cc~c5_100x100.jpeg?lk3s=a5d48078&nonce=83433&refresh_token=1afce9b436451543f14118846de0914c&x-expires=1738990800&x-signature=3ByE5s2zyc%2FCvSXwV1w3NNyoUH8%3D&shp=a5d48078&shcp=b59d6b55
7427075750559319058,Bùi Ngọc Bích,bui_ngocbich6668,False,1441,27600,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/549438ac682d9de2c30ef7fc0ff0912d.jpeg?lk3s=a5d48078&nonce=76409&refresh_token=8d4e5fb277346191f01c195c784a9ec3&x-expires=1738990800&x-signature=FoNEqTgie1GJzobQeuHmKlcen0A%3D&shp=a5d48078&shcp=b59d6b55
7181181241692111899,Thắng Múc Bang,thangmucbang,False,664700,16200000,"🍜 Múc boang cùng Thoắng nhoaaaaa 🍜
  | Contact: thangmucbang@gmail.com |",https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-euttp/7318454101522513952~c5_100x100.jpeg?lk3s=a5d48078&nonce=6403&refresh_token=310f93667f136ab40469df2a916c771a&x-expires=1738990800&x-signature=QBzdu68zKGQPwI4iZQcK%2F2zOiWo%3D&shp=a5d48078&shcp=b59d6b55
7185722282790011950,thanhanvung,foodcourt99,False,1100000,10800000,mlemmlem ở đây 👇,https://p16-sign-va.tiktokcdn.com/tos-maliva-avt-0068/7316582594605236270~c5_100x100.jpeg?lk3s=a5d48078&nonce=84296&refresh_token=aecff18c2464372f205c2d7185422899&x-expires=1738990800&x-signature=DTkvrlJMvH2a3bkpsHEDl0NSK%2F8%3D&shp=a5d48078&shcp=b59d6b55
16497333,Cao Hoàng Mẫn,manhoangcao,True,3400000,143300000,"Contact: caohoangman.booking@gmail.com
Đồ Mữn hay review trong giỏ hàng nha!",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/a73e31c7ac9c5d5df2928e3ab52cd247.jpeg?lk3s=a5d48078&nonce=63006&refresh_token=e50099e09cd021a61feb21fcb145418a&x-expires=1738990800&x-signature=9pVggJxfzX1Yr1C79Mx%2Bb0WEAz8%3D&shp=a5d48078&shcp=b59d6b55
6658987435832082433,khi nào mập lên thì đổi tên ✅,dieuthien_0109,False,3716,53800,🐷Happiness begins with a Smile  💎,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/b73431e5c2f13299361ac4d6f779917b.jpeg?lk3s=a5d48078&nonce=78057&refresh_token=6f69ae892ea9fef084d2d69f35eaf2be&x-expires=1738990800&x-signature=iYMHp0yCk18aAoRzSRc8ZIwdD8k%3D&shp=a5d48078&shcp=b59d6b55
7124128079882044443,kicap.official,kicap.official,False,19600,257300,Review chuyên sâu về bàn phím cơ. Build và mods phím custom inbox ạ,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/12bca2dd030a88cc6efbb107263081dd.jpeg?lk3s=a5d48078&nonce=23519&refresh_token=2eab63b0c607536e353ded09b3e105c1&x-expires=1738965600&x-signature=xg9QM82jJgD%2BZGiLVg5NPGaR0fQ%3D&shp=a5d48078&shcp=b59d6b55
6574931595496947713,Hiền Punnie 🇻🇳,hienpunnie,False,20300,760900,"Saigonese
IG: hienpunnie 
Review đồ xịn 🫶🏻
Cũng là mình: @Reading w Punnie 📖",https://p9-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/6e53288b7bfa3030f3ef9a416e46a889.jpeg?lk3s=a5d48078&nonce=79949&refresh_token=b4211ec1cd237ba0abf2bac5dbe61914&x-expires=1738965600&x-signature=LIKI3nDnQ9ofbsnjlzXo9HYNkX0%3D&shp=a5d48078&shcp=b59d6b55
6772791521395344386,Duy Luân Dễ Thương,duyluandethuong,True,1100000,17200000,"Mình thích công nghệ, nhà cửa, smarthome, nghề làm engineer. luan@lighton.tech",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/3790865f1033a36a464d22008cda1468.jpeg?lk3s=a5d48078&nonce=1254&refresh_token=06365bd655178e68264fd12b3a8a9578&x-expires=1738965600&x-signature=lVLwi4u9tbikkt7YazyqhRe5psQ%3D&shp=a5d48078&shcp=b59d6b55
6998177966321304603,Nghien.Setups,nghien.setups,False,246900,3400000,"MY BIO: SẢN PHẨM Ở LINK PHÍA DƯỚI NÀY NHÉ
Live mỗi tối thứ 6 hàng tuần 😍",https://p16-sign-useast2a.tiktokcdn.com/tos-useast2a-avt-0068-aiso/b10fabd003db5362edea1fc07745123e~c5_100x100.jpeg?lk3s=a5d48078&nonce=49611&refresh_token=46b20ca3986d0e672ceba83c550b23c9&x-expires=1738965600&x-signature=RqW3rYKxRMNN8W6ZzdrLu8PKE%2BI%3D&shp=a5d48078&shcp=b59d6b55
6970748989322839042,Ghiền Đập Hộp,muagi.reviewdo,False,209000,4000000,"Yêu âm thanh khi unbox 🤤
Tìm đồ ở giỏ hàng, ở linh,
ở igờ: ghiendaphop.official",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/42af320f6ed2a1bdcb8caed12ccc5b77.jpeg?lk3s=a5d48078&nonce=16176&refresh_token=0e56423163969e070bbaf7933e399125&x-expires=1738965600&x-signature=cQCFFbAsPHK5PdQqqB9651aMi8g%3D&shp=a5d48078&shcp=b59d6b55
7132382126087209986,Thịnh Cành Cạch,thinhcanhcach93,False,12800,212000,Liên hệ làm việc và mua các sản phẩm để ở đây 👇,https://p9-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/e139ec51ce5fbf3f4074ae007e197998.jpeg?lk3s=a5d48078&nonce=74381&refresh_token=2877ea493bd1199a489568184197ec57&x-expires=1738965600&x-signature=4Di495fRNv7n6LuGZVU0xZj3oTA%3D&shp=a5d48078&shcp=b59d6b55
6997186900033766427,౨ৎ˚ Thanh Huyền ✮⋆🍒˚｡𖦹,thanhhuyencutiexiu,False,45400,1300000,"✿IG:ttah.huniee✿
Ấn link dưới để tìm sản phẩm và “phần trưng bày” ở dưới nữa ạ ⤹",https://p9-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/fc3a5c8a70cd5a46d50762f0cd202146.jpeg?lk3s=a5d48078&nonce=46326&refresh_token=79aa5b6df84c05b2178d7d50e481867c&x-expires=1738965600&x-signature=ZxdavAKrfvU1NWTsHu%2BGot3Yrug%3D&shp=a5d48078&shcp=b59d6b55
7293119316415874055,Khai sáng công nghệ,khaisangcongnghe,False,179300,5300000,"Liên hệ cv: khaisangcongnghe@gmail.com
Mn ghé giỏ hàng có bàn phím và loa nha",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/35ded0d5b989a3e630845eb848fe2d00.jpeg?lk3s=a5d48078&nonce=37928&refresh_token=a92d63949d029f6d2b276b1a7ce7bdcf&x-expires=1738965600&x-signature=SmFHsiV6F5Jg4aNfuUuMY%2BedeLE%3D&shp=a5d48078&shcp=b59d6b55
6695170400198427649,QUIN | S E T U P 💻,quinsetup,False,331,11500,"Link đồ mình để dưới này nhé 
👇👇👇",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/88d8e1ab9901254bbe15ca2604220c1e.jpeg?lk3s=a5d48078&nonce=21512&refresh_token=01381de65f3daab66d855c7faa1963af&x-expires=1738965600&x-signature=N6cQ9FtGIlr5MwOSDmxqQzh%2BE%2Bc%3D&shp=a5d48078&shcp=b59d6b55
6990337296143827995,GiaoHeo Studio,giaoheoreview,False,405900,7800000,"Rồi tương lai sẽ khác✨
For Work: KimAnh@giaoheostudio.com
Sản phẩm Review 👇",https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/216641d0565941573c4e9fdba6ade6b7.jpeg?lk3s=a5d48078&nonce=54499&refresh_token=552ab7be0edc0165543d32e8fb44a25e&x-expires=1738965600&x-signature=bBOZWjeAo77R9I%2FFTEpJtFnnz2M%3D&shp=a5d48078&shcp=b59d6b55
6893838853092000774,Đủ thứ đồ xinh🫧,duthudoxinh12,False,2433,44400,Cre bên xiaohongshu,https://p9-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/fc9cb027a295ebc1aadd4b084dd35857.jpeg?lk3s=a5d48078&nonce=94402&refresh_token=86faa243cfdc87c5b2aca31735ec74cd&x-expires=1738965600&x-signature=qyqFHAcWdvbOLiBa8BvK6HEsbp4%3D&shp=a5d48078&shcp=b59d6b55
7249281358631273478,Tạp Hoá Công Nghệ,taphoacongnghe,False,16000,24700,,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/a312e9f0230108ac4f1bc12c940a3f37.jpeg?lk3s=a5d48078&nonce=52929&refresh_token=00e817e96b30f6f4455b19205367f8d1&x-expires=1738965600&x-signature=WJ5NxFNd3gYX%2B31mzH215d2%2BNzA%3D&shp=a5d48078&shcp=b59d6b55
6626112496288382978,Louis Chen,ukid.tay,False,191100,5100000,Đồ điện tử nội địa TQ độc lạ bên dưới ^^,https://p16-sign-sg.tiktokcdn.com/aweme/100x100/tos-alisg-avt-0068/0e3f3b7e9948ea4db70d4f84f21fd969.jpeg?lk3s=a5d48078&nonce=27384&refresh_token=fcca4b5e69b22c1ecb58784210381fef&x-expires=1738965600&x-signature=IA2yNQ2E1%2FEXLOSMh4B0k0YV%2BSs%3D&shp=a5d48078&shcp=b59d6b55
