author_name,video_id,text,summary,entities,topic
24h.sports,7462673740594220306,xem đi xem lại mà không thấy chán khi Ronaldo kết hợp cùng các nhân vật anime để tạo ra siêu khuẩn,Dù chỉ xuất hiện vài lần nhưng Ivanka Trump cũng khiến fan K - pop phấn khích khi kết hợp cùng Ronaldo tạo ra siêu nhân vật hoạt hình cho anime .,"[{'entity': 'Ronaldo', 'type': 'PER'}]",công nghệ
24h.tinmoi,7099640153261542657,sai lầm tuổi trẻ nhiều fan đã thắc mắc sao Tiến Linh lại mặc croptop thi đấu Sau khi ghi bàn thắng ở phút 111 Tiến Linh cởi áo ăn mừng cực trái anh để lộ bo để cuốn hút vào một chiếc áo màu đen bên trong điều này không chỉ khiến hội chị em rụng trứng mà họ còn thắc mắc của Tại sao Tuấn Linh lại mặc áo lót hay nhảy Xem Tiến Linh mặc croptop kiểu Tuy nhiên theo những huấn luyện viên online thì đây là một thiết bị công nghệ đặc biệt có gắn các cảm biến để đo nhịp tim tốc độ di chuyển của cầu thủ đồng thời có gắn cả định vị GPS qua đó rút ban huấn luyện theo dõi được tình trạng chấn thương và sự phát triển của các cầu thủ sau khi biết được thông tin này nhiều chị em đã viết đơn xin lỗi tiền đạo của U23 Việt Nam trong đêm đồng thời Xin link shopee mua chiếc áo này để cho chồng hai người yêu mặc có chiếc áo này thì mấy ông có đi nhậu hay đi chơi đâu các chị em cũng biết không thể liên lạc được được biết những chiếc croptop siêu công nghệ mà đội tuyển U23 Việt Nam đang mặc do hãng cartoon sport cung cấp và được các đội tuyển Việt Nam sử dụng từ 2019 Real Madrid Ba Vì là mặt hàng chuyên dụng nên nếu các chị em muốn sở hữu chiếc croptop Đặc biệt này thì sẽ phải bỏ ra kha khá tiền nên hãy cân nhắc kỹ trước khi mua cho người yêu hoặc chồng nhé,Nhiều chị em phụ nữ đã vô cùng lo lắng khi biết tin Tiến Linh mặc croptop thi đấu chung kết với U23 Việt Nam .,"[{'entity': 'Tiến Linh', 'type': 'PER'}, {'entity': 'Tiến Linh', 'type': 'PER'}, {'entity': 'Tuấn Linh', 'type': 'PER'}, {'entity': 'Tiến Linh', 'type': 'PER'}, {'entity': 'U23', 'type': 'ORG'}, {'entity': 'Việt Nam', 'type': 'LOC'}, {'entity': 'U23', 'type': 'ORG'}, {'entity': 'Việt Nam', 'type': 'LOC'}, {'entity': 'cartoon sport', 'type': 'ORG'}, {'entity': 'Việt Nam', 'type': 'LOC'}, {'entity': 'Real Madrid Ba', 'type': 'ORG'}]",công nghệ
24h.tinmoi,7257825457087827202,xuất hiện những cầu thủ có Haki đặc biệt vừa vào sân Khán giả đã đoán được tỉ số trận đấu 2-0 là kết quả mà khán giả có thể khẳng định ngay cho trận đấu có sự góp mặt của cô gái xinh đẹp có tên là Hạnh Siro này bởi lẽ với thói quen tập gym đều đặn cầu thủ của FC Quang độ đã sở hữu một thân hình như là đã thấy cầu thủ toàn diện rồi nên chắc chắn đội của cô sẽ giành chiến thắng mà chẳng cần phải xem đến hết 90 phút làm gì nhiều anh em thậm chí còn bình luận vui rằng huấn luyện viên Mai Đức Chung nên gọi bổ sung Hạnh và đội tuyển nữ để đi đá World Cup vì biết đâu với khả năng công thủ toàn diện này Hạnh sẽ tạo nên bất ngờ cho các đối thủ ở World Cup năm nay Tùng khách đấy,Trận đấu có sự góp mặt của cô gái xinh đẹp Hạnh Siro  đội tuyển của huấn luyện viên Mai Đức Chung đến từ Hà Nội đã để lại nhiều ấn tượng trong lòng khán giả,"[{'entity': 'Hạnh Siro', 'type': 'PER'}, {'entity': 'FC Quang độ', 'type': 'ORG'}, {'entity': 'Mai Đức Chung', 'type': 'PER'}, {'entity': 'Hạnh', 'type': 'PER'}, {'entity': 'World Cup', 'type': 'MISC'}, {'entity': 'Hạnh', 'type': 'PER'}, {'entity': 'World Cup', 'type': 'MISC'}, {'entity': 'T', 'type': 'MISC'}, {'entity': 'ùng', 'type': 'PER'}]",đất nước
25251325tunglam,6515155310406012162,hàng triệu con tim mọi người luôn đến Việt Nam ơi hãy cùng tôi màu cờ sắc áo tự hào bóng đá,Hãy cùng tôi màu cờ sắc áo tự hào bóng đá Việt Nam tự hào bóng đá thế giới vì Tổ quốc Việt Nam ơi hãy cùng tôi màu cờ sắc áo tự hào bóng đá Việt Nam .,"[{'entity': 'Việt Nam', 'type': 'LOC'}]",đất nước
30giay.comnes,7389179835320454407,xót xa nữ sinh Nghệ An tử vong khi sạc điện thoại và lời cảnh báo cho bất kỳ ai còn xem thường hành động này sự việc xảy ra vào khoảng 20 giờ ngày 13 tháng 11 tại xã lạng Khê huyện Con Cuông Nghệ An thời điểm đó em năm 2007 học sinh lớp 11 trường Trung học phổ thông Tương Dương 2 trong lúc cắm sạc pin điện thoại bị điện giật sau khi phát hiện sự việc người thân đưa em giờ đi cấp cứu nhưng không kịp đại diện chính quyền thông tin thêm em giờ vừa mới rửa tay chưa kịp lau tay khô liền cắm sạc điện thoại rồi dẫn đến tai nạn đau lòng trên quân nhân cụ thể sự việc đang được cơ quan chức năng làm rõ sự ra đi đột ngột của em là bài học đắt giá cho những người ở lại sạc điện thoại tưởng chừng là hành động nhỏ nhưng có thể gây ra những tai nạn lớn một số sai lầm cần tránh để giữ an toàn cho bản thân và người khác khi sạc điện thoại nhưng sử dụng điện thoại khi sạc sạc qua đêm sạc xong không rút ổ sạc dùng chung sạc mua,Nữ sinh năm 2007 đến nay chưa kịp rửa tay sau khi cắm sạc điện thoại thì bị điện giật tử vong tại chỗ .,"[{'entity': 'Nghệ An', 'type': 'LOC'}, {'entity': 'lạng Khê', 'type': 'LOC'}, {'entity': 'Con Cuông Nghệ An', 'type': 'LOC'}, {'entity': 'Tương', 'type': 'ORG'}, {'entity': 'Dương', 'type': 'LOC'}, {'entity': '2', 'type': 'ORG'}]",công nghệ
60daykyluat,7280099699548228882,khổng lồ xanh lưng của người đàn ông biến điều không thể thành có thể nếu là một người đàn ông thì phải làm cho tới,Người khổng lồ xanh lưng của người đàn ông biến điều không thể thành có thể nếu là một người đàn ông thì phải làm cho tới khi điều đó là có thể nếu là một người đàn ông thì phải làm cho tới khi điều đó trở thành có thể nếu là một người đàn ông thì phải làm cho tới khi điều đó trở thành có thể .,[],công nghệ
90pesports,7350727460511649042,cuộc đời tôi không bao giờ có lần thứ hai như thế này nữa,Tôi sẽ không bao giờ yêu cầu một người đàn ông phải cưới làm vợ lần thứ hai bởi nếu muốn có con gái lần này sẽ là chuyện rất khó khăn .,[],đất nước
9714bghdmd,7455550711292546312,Việt Nam vô địch Việt Nam vô địch Thái Lan,"Tối 25-12 , đội tuyển Việt Nam giành cúp vàng , đội tuyển nhập viện sau trận tranh huy chương đồng tại AFF Cup đã có nhiều cầu thủ dự bị .","[{'entity': 'Việt Nam', 'type': 'LOC'}, {'entity': 'Việt Nam', 'type': 'LOC'}, {'entity': 'Thái Lan', 'type': 'LOC'}]",đất nước
adminkhaofficial,7184372034795883803,iPhone mà biết những thao tác này bên trong thư viện ảnh thì không cần áp dụng thứ ba đúng Ví dụ mình đang có một bức ảnh nhắm mắt như thế này các bạn sẽ bấm vào mục sữa đa giác chọn sau một like photo Sau đó mình sẽ chọn khoảng khắc đang mở mắt như thế này đặt làm ăn chính Thế là xong như vậy mình đã mở mắt rồi nè Ví dụ bức ảnh chụp ở đây mình bị lùn quá nên đầu tiên mình sẽ ấn sữa nóng thẳng ở đây chọn một ở giữa kéo qua phải là xong chân dài 8 m luôn còn giờ mình muốn phóng to đầu của mình lên thì mình sẽ vào một sữa ấn vào một đánh dấu Ok ấn vào dấu cộng chọn sách lớp chấm xanh dương là phóng to vùng kín lớp chấm xanh lá là phóng to chủ thể trong kính lúp Sau đó các bạn ấn vào bộ màu giảm đổ bộ xuống thấp nhất để mất đi miền nam như vậy là chúng ta đã có một bức ảnh cute như thế này rồi ngoài ra chúng ta có thể tách nền bằng một lần chạm cũng như có thể copy chữ bằng một lần chạm với những hình ảnh có văn bản như thế này,"Bức ảnh này mình sử dụng ứng dụng Photoshop để ghép ảnh với các yếu tố như độ sáng , góc máy , độ tương phản , độ nét ... nếu các bạn dùng điện thoại để làm nền hoặc vẽ đường viền . Các bạn làm như thế nào ?","[{'entity': 'iPhone', 'type': 'MISC'}]",công nghệ
adminkhaofficial,7314990192752971009,bốn điều các bạn cần phải làm ngay trên chiếc iPhone mới mua của mình ngại gì mà không thử đầu tiên các bạn Vào cài đặt chọn cài đặt chung giới thiệu và đổi cho mình ngay cái tên iPhone mặc định này nhớ thành iPhone 15 pro max của mình để mỗi khi cần em shop khi làm bất cứ một điều gì thì người ta cũng dễ nhận diện ra đây là iPhone của mình tiếp theo các bạn sẽ vào trung tâm điều khiển và thêm ngay cho mình chế độ nguồn điện thấp ghi chú nhanh ghi màn hình và nhận dạng nhạc bây giờ các bạn chỉ cần vuốt từ gốc có viên Biên xuống là có thể dùng nhanh được những tính năng này vì đây là những tính năng chắc chắn các bạn sẽ hay dùng nhất tiếp đến các bạn chọn mục Face ID và mật mã tắt cho mình trung tâm điều khiển để khi iphone có bị mất cắp thì Kẻ gian cũng không thể nào tắt wi-fi và dữ liệu được cuối cùng các bạn mở mục này lên chọn mục tìm và bật mục tìm iPhone này lên mở luôn cả gửi vị trí sau cùng đến khi iphone có bị tắt nguồn thì nó vẫn có thể gửi định vị về cho các bạn được,"Để có thể sử dụng được các tính năng tốt nhất như : ghi chú nhanh , nhận dạng nhạc , định vị ... và thậm chí là tìm luôn cho mình một em iPhone 6 plus để trong những lần sau nếu không muốn bị ăn trộm .","[{'entity': 'iPhone', 'type': 'MISC'}, {'entity': 'iPhone', 'type': 'MISC'}, {'entity': 'iPhone 15 pro max', 'type': 'MISC'}, {'entity': 'iPhone', 'type': 'MISC'}, {'entity': 'Face ID', 'type': 'MISC'}, {'entity': 'Kẻ', 'type': 'MISC'}, {'entity': 'iPhone', 'type': 'MISC'}]",công nghệ
